Method;Job;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;Platform;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;Toolchain;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;FileSize;BufferSize;Mean;Error;StdDev;Gen 0/1k Op;Gen 1/1k Op;Gen 2/1k Op;Allocated Memory/Op
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;65536;84.69 us;0.5235 us;0.4371 us;13.7939;-;-;64.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;84975;134.00 us;1.3149 us;1.2299 us;18.0664;-;-;84.02 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;84975;85.05 us;1.5756 us;1.4738 us;17.8223;-;-;83.52 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;84975;131.01 us;0.6990 us;0.5837 us;18.0664;-;-;84.02 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;65536;84975;85.75 us;1.2808 us;1.1981 us;17.8223;-;-;83.52 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;512;"5,565.58 us";37.6854 us;35.2509 us;15.6250;-;-;1.54 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;512;625.26 us;2.7190 us;2.5433 us;-;-;-;1.03 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;512;"5,594.57 us";33.4100 us;31.2517 us;15.6250;-;-;1.54 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;512;621.93 us;1.7075 us;1.5972 us;-;-;-;1.03 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;1024;"2,866.03 us";20.1048 us;18.8060 us;7.8125;-;-;2.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;1024;354.99 us;4.0835 us;3.8198 us;-;-;-;1.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;1024;"2,911.64 us";13.0271 us;12.1856 us;7.8125;-;-;2.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;1024;351.73 us;0.9700 us;0.8100 us;-;-;-;1.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;2048;"1,556.14 us";16.6390 us;15.5641 us;3.9063;-;-;3.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;2048;217.39 us;0.9660 us;0.8563 us;0.4883;-;-;2.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;2048;"1,537.44 us";13.1191 us;12.2716 us;3.9063;-;-;3.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;2048;220.55 us;2.7425 us;2.5653 us;0.4883;-;-;2.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;4096;844.31 us;9.3259 us;8.7235 us;3.9063;-;-;5.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;4096;150.17 us;1.1521 us;1.0776 us;0.9766;-;-;4.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;4096;850.12 us;7.3685 us;6.8925 us;3.9063;-;-;5.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;4096;150.18 us;0.5587 us;0.4953 us;0.9766;-;-;4.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;8192;497.44 us;8.1281 us;7.6031 us;2.9297;-;-;9.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;8192;118.04 us;0.5684 us;0.4747 us;1.8311;-;-;8.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;8192;510.52 us;10.2002 us;10.9141 us;2.9297;-;-;9.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;8192;119.93 us;1.8018 us;1.6854 us;1.8311;-;-;8.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;16384;320.78 us;4.9667 us;4.6459 us;4.3945;-;-;17.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;16384;99.63 us;0.4269 us;0.3993 us;3.5400;-;-;16.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;16384;315.55 us;5.0896 us;4.5118 us;4.3945;-;-;17.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;16384;102.14 us;0.1219 us;0.0951 us;3.5400;-;-;16.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;32768;208.15 us;4.1091 us;4.0357 us;7.3242;0.2441;-;33.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;32768;94.23 us;1.5846 us;1.4822 us;6.9580;-;-;32.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;32768;215.91 us;4.2728 us;4.7492 us;7.3242;-;-;33.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;32768;91.12 us;0.3108 us;0.2756 us;6.9580;-;-;32.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;65536;165.82 us;1.7276 us;1.6160 us;14.1602;-;-;65.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;65536;88.35 us;0.2080 us;0.1737 us;13.7939;-;-;64.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;65536;163.21 us;1.8727 us;1.7517 us;14.1602;-;-;65.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;65536;90.35 us;1.0112 us;0.9458 us;13.7939;-;-;64.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;84975;164.12 us;2.2008 us;2.0586 us;18.0664;-;-;84.02 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;84975;89.50 us;0.7537 us;0.7050 us;17.8223;-;-;83.52 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;84975;165.96 us;1.9835 us;1.8553 us;18.0664;-;-;84.02 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;131072;84975;89.76 us;0.2402 us;0.2246 us;17.8223;-;-;83.52 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;512;"21,799.18 us";122.3467 us;108.4572 us;62.5000;-;-;1.54 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;512;"2,289.62 us";32.4382 us;30.3427 us;-;-;-;1.03 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;512;"21,982.29 us";194.9635 us;182.3690 us;62.5000;-;-;1.54 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;512;"2,318.93 us";45.2807 us;44.4717 us;-;-;-;1.03 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;1024;"11,444.72 us";103.0851 us;91.3823 us;31.2500;-;-;2.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;1024;"1,219.18 us";28.6864 us;29.4588 us;-;-;-;1.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;1024;"11,476.30 us";143.1192 us;133.8738 us;31.2500;-;-;2.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;1024;"1,206.39 us";10.4991 us;9.8208 us;-;-;-;1.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;2048;"5,845.53 us";55.8637 us;52.2549 us;15.6250;-;-;3.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;2048;641.68 us;7.6576 us;7.1629 us;-;-;-;2.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;2048;"5,722.22 us";74.5088 us;69.6955 us;15.6250;-;-;3.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;2048;644.07 us;8.2076 us;7.6774 us;-;-;-;2.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;4096;"2,939.83 us";36.1455 us;33.8105 us;7.8125;-;-;5.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;4096;373.68 us;3.6839 us;3.4459 us;0.9766;-;-;4.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;4096;"2,948.55 us";20.3759 us;19.0596 us;7.8125;-;-;5.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;4096;370.14 us;5.8680 us;5.4889 us;0.9766;-;-;4.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;8192;"1,587.83 us";16.0405 us;15.0043 us;7.8125;-;-;9.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;8192;232.83 us;0.3065 us;0.2559 us;1.7090;-;-;8.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;8192;"1,568.57 us";9.5882 us;8.9688 us;7.8125;-;-;9.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;8192;236.65 us;3.6536 us;3.4175 us;1.7090;-;-;8.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;16384;855.34 us;16.6901 us;19.2204 us;6.8359;-;-;17.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;16384;166.73 us;0.8017 us;0.6694 us;3.4180;-;-;16.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;16384;894.93 us;7.1171 us;6.6573 us;6.8359;-;-;17.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;16384;165.44 us;0.5390 us;0.5042 us;3.4180;-;-;16.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;524288;32768;498.01 us;7.4830 us;6.9996 us;8.7891;-;-;33.04 KB
